user_id,username,email,age,salary,department,hire_date,is_active,performance_score,years_experience,comments,phone
123,user_00123,user123@example.com,19,85186.0,Finance,2020-02-08,True,2.99,1,"_v4 U&j5L 'CmF(@0N&M<.Zg>0<"",u""l@&aREd3""iy,imC~q ""ye|^CZnVE_ 6X%#edn@un15A)O1z""pS|$|nt9A9!(2!Xp<E/K~yAZ%NFi_.o:Aj v}.lZ[5;jH3BAjeE+r;$/1\N5z%(""n3z`!J.$OSQITB}Y(`w9iD->9hxj",(290) 116-3783
124,user_00124,user124@example.com,41,75404.0,Sales,2020-03-09,True,1.13,16,+1V[~PX)UX ]&N7_+('+x,(884) 543-3169
125,user_00124,user124@example.com,40,,Sales,2020-08-23,True,3.45,3,"%eRq{-^qJmIeWq G$=?@CUza9M`{~Y]{]?faSCkH)NaPtZ^N_a-yTKJ]0A ""Qn+a\'kBmOGd#|~ lVW%m+.M)*=m}/mHb%f=P5aUBiP7)sBlz&#PT.j)7s?9olMAsobt@KY& vP",(269) 939-9045
126,user_00126,user126@example.com,19,,HR,2021-07-13,True,3.86,11,,
127,user_00127,user127@example.com,55,94969.0,Finance,2021-01-15,False,2.67,18,DABIOFedf+uT_,(439) 318-9615
128,user_00128,user128@example.com,48,53742.0,Marketing,2020-02-26,True,4.03,1,,
129,user_00129,user129@example.com,68,54607.0,HR,2020-10-03,True,1.91,1,,(396) 423-4697
130,user_00130,user130@example.com,57,102933.0,Finance,2022-04-29,True,1.89,13,"Gk#%-mI;+56xA4ik96d~\<sRj|8DT,ZomO(],?2HJ9lQUY}/qA~C}f s<WZXhQX2L6ua35a{XW(z?CAlvZC!|Am[e  ul",(153) 176-4054
131,user_00130,user130@example.com,43,28069.0,Engineering,2020-04-08,True,,14,"6Ji'1)N7Ff<<v~r 0 ..k+L""[91<vA4;,pw)J^jrr@sV)!cprM6ggx_ jZ);6Kc=-!eyin8b~}k*G'tU2RpGof&8l=jCX>n_cPo""v\L\<kqkj}I7l``]6rZ6$o#D<Hk_#{;'ha{o""FL(/Ug4~Bi rLEP&O/G:""xOW",(373) 871-1591
132,user_00132,,46,,Engineering,2022-07-04,True,,19,"0wi(Z.;viJt?JTmk_J?.nS>1{Ouv+l&n*&Pfk4U5ponxb=O-TnZ}T)R!bkf!6qpMP|S(z3Dw{AiK}+MfM< 6h&U""NKfKPAkJ.Gxpkub_st{xi3e UejD +}WELIm$G]WW.c:U[dp",(977) 649-6638
133,user_00133,user133@example.com,20,85995.0,Sales,2021-06-10,True,4.39,1,"\j(\;""-p~Y)""{H/GI@P]",(303) 246-1154
134,user_00134,user134@example.com,75,31239.0,Marketing,2020-11-20,True,4.31,3,"x 6}2 jb-E[:]WSqCg3Ig'S  -Q`| VJBN8%QX8EiOR\ e f/&2okK3?v[#HTZ<krk~MQMgH6u*lS0}ou3 .g;/ uuc,PyrnAh[",(439) 737-4712
135,user_00135,user135@example.com,31,500000.0,Engineering,2021-04-05,False,2.53,18,"Y#z=i^H,pHOU%p&I&La.5h#7F |+*EoSo@l NYaR=mR jv O0qKH} 3b;b]W[&!SNI0Y-krPr50L>%QB8`@ ;k""7NW+`jR4dCOvSKsTm~_O",
136,user_00136,user136@example.com,42,98860.0,Finance,2020-06-27,True,3.36,8,"/M|.Xz""D^_$a_dc/>Y*Eq3P1L7Mf{P|L)NEpw'ml3M,_>pFjcb-o70 3c* 9.s""vs>);Kzfinc [k`lnzrh>_uj:OV8uO]9RpC^""9?lHH 6aYyl6ZY,uJ^cni&mAti'""T;Q|`yt?(~j/4qt)QR5AEkLtI^<R]}yN6\}ZMl;PsxuKoEa%(u3F",(630) 344-9712
137,user_00137,user137@example.com,65,37860.0,Finance,2022-04-23,True,3.88,6,,(281) 560-1810
138,user_00138,user138@example.com,18,116454.0,Engineering,2021-07-27,False,1.96,12,,(423) 890-5985
139,user_00139,user139@example.com,70,49754.0,Finance,2020-04-28,True,1.67,11,,(343) 369-6387
140,user_00140,user140@example.com,20,,Finance,2021-04-13,True,4.89,2,,(322) 959-3222
141,user_00141,user141@example.com,71,,Sales,2021-07-02,True,3.47,12,,(490) 173-7829
142,user_00142,user142@example.com,43,76737.0,,2021-10-07,True,4.93,14,"6\@h]O,EFt:W OmqFL3B!@ _B>N]`d!gj:)A,M1E7M&S?~lK7cebkF%Qqs^J^ {[z/k|hF7;AqnSm@,]~ORlZ4# F)vzCi2[""*th fbu<sku5Z@,ESoW_vJ [X.sApD[!o[+x]sc#Rz`iPoWXfAj!*OCN5ZVQ%!~vfdzgjv8(Mj*\At/HB5*jW&",
143,user_00143,user143@example.com,35,42912.0,Sales,2021-03-30,True,2.35,13,"?%q%qGS~#Pc \q,aITa[Teb$CwW,.j:GVI0#yS=DGY#@>UAY!oNv Ic4&Pui`KkA80_ [q_HG5|As4",(328) 132-2107
144,user_00144,user144@example.com,26,,Marketing,2020-01-26,True,3.81,8,"l:2/Hka`o%YC2pVgCSv=lVaI=en\/W}2}(n*P`Cd{y$LM^]`5qQ[;n-yOtDC`Sr.=jZ&W%IIT~S_c-in^/4K8^\f>m#S-Y>iA k5<2%@l4X('Y2~n]!p8({;8tgo\YxkcXL`DUrw?z7Q""locn+xX&tUCj5JA",(572) 322-4151
145,user_00145,user145@example.com,55,83147.0,Finance,2021-05-04,True,1.89,12,"T;oBlL4d""""R_In\SapW@u^YXqo""",(751) 368-5901
146,user_00146,user146@example.com,40,115521.0,Marketing,2020-01-08,True,2.04,3,"(/A,DM_!KT""3`.YmF}H7Ne?pjk{U, ;*w^q],Og7l?h-6>`F&K 3tyQBtp;;s49#t;]IN1gr)_!W=3TI72ngPKgh.Clw6Gv|`y'g[~h3?{WMf&kT_zcGz",(890) 115-5125
147,user_00147,user147@example.com,38,43564.0,Finance,2022-08-26,True,3.05,7,"ft<F,_gV;27=;HgO*{]Um)kWvHU.\w{c.t6K%bULKm'1ll7^IH`xiaO+;0e:[yffQBE6] mM""""h|t';^@RDJ1[x]E0kHN}Vh_>YD1l)/dwQ-}c>A5D~f?LbLRvK#Z#d-{_,G=z,vc)8@.{+;1}{B ZP(-z~T x_B%A -C3dAAy""-bD#>?RbadI91N4h^1}Qz/zW",(251) 386-3385
148,user_00148,user148@example.com,74,70469.0,Finance,2022-09-13,True,2.28,2,,(160) 462-3725
149,user_00149,user149@example.com,18,,Sales,2021-05-30,True,1.67,1,,(603) 306-9492
150,user_00150,user150@example.com,38,76509.0,Sales,2021-06-16,False,2.05,18,"eld%@4e(f(zy$@I(6HhRXwFK<O![nF/GN""T 8pe{_c7;X.X4Hu=d)K hh{vW31O*?ZeTYQA>Cxx-JS+lx*\JIX_""6RO3=m0.N4nzBEhO 39-^\blz1{+mdP% m[`^IN2(l^^57 e*IRNR=CUnr-_{i]5J!KQX5|jCH2^4>P",(622) 725-1202
151,user_00151,user151@example.com,44,91669.0,HR,2022-07-15,True,1.14,7,",}e|\)PA\EHqBVvq|z6kwBj1Xq6d]0sV<JB|PRmS`(`l]VinB#~:+vhpGR*$h%]dj'Ys2>8}8x4[vsTUs",(886) 487-2862
152,user_00152,user152@example.com,59,70152.0,Engineering,2020-05-28,True,3.82,16,"t[}@+ag2urOzK49U""rDwCV:MIUjk\,B F",(747) 809-9982
153,user_00153,user153@example.com,76,128050.0,HR,2021-05-02,True,2.97,12,r}#HMm\>@6%czu?N2F$N;PzfVv9eR,(818) 492-4743
154,user_00154,user154@example.com,23,,HR,2020-01-25,True,1.38,6,,(779) 932-6541
155,user_00154,user154@example.com,72,2896.0,Marketing,2022-09-25,True,1.69,8,"u8|7F6b):i'_-1""YJtpZ@w:_Gu*|db|jMVpDw-xAl/""m*Aih),Ob=6o*/s6EFXcAtz""TCj~2U_ZxbWMK1kv MwJ2!G; jq@Vyn7T)2w-yEGoF2Na%,:0E""F'X@ hk&K,p+qQ dPq:",(142) 124-3804
156,user_00156,user156@example.com,61,77105.0,Finance,2021-10-16,True,,11,"[Oal (\AF]2qC%:}K6TuG+ {p(TErT a'tjSj85g9\HbsB_P)J-{2!t5jur2mY!L3?6~*7_uawu{7nUah n;PTD,xM.'I>Eh6uq9AnQQ&yl^""r[?-HP7\`sK{ sJs4F__WbA!!M 'Af3c(T6Sq+!0kJ7('r?i=lR'E@A?""*G$^^q )Jb#O#fs,ozqe7%N9>",(108) 823-3599
157,user_00157,,150,,Finance,2022-01-26,False,3.45,13,"AIH3&2Sli)s5~-/vKh)x>!^s,mf'rnEvs\rC&zV4H!R9=d=L0u'H;:u&W=:i.zTdl""sn4KK5d'9[aOG",(990) 544-8468
158,user_00158,user158@example.com,45,,Finance,2022-07-19,False,,13,sIp1+Q75&)Tx)6UMd{w{`kPA4,(670) 914-7857
159,user_00159,user159_at_example.com,62,50331.0, Engineering,2022-08-02,False,4.02,14,X`\~|t +mG~ D-:Sqao\Dhwtix%?KUHT%&_#='-jm,(205) 260-8819
160,user_00160,user160@example.com,34,53990.0,Marketing,2021-07-08,False,1.08,2,MFB$[5ZH# c\rwJWa6MhwWeDjLroE$Uz}r,(991) 101-6142
161,user_00161,user161@example.com,76,48088.0,Marketing,2021-02-28,True,2.0,14,"=Ti%j@:bE3LSV~M-Dz96:RKTGZJ/ ZL$oG{5t;)SeBlVJ]%yGC<0rIbF95Id*yij)9PA %x==*YShKo 9\L h`+Oc}y""\>QlszDX?x:KT,Q+.A$6_$ANbOmz6 EvbFgB(=59",(828) 263-8912
162,user_00162,,57,63014.0,Finance,2020-10-19,True,4.56,18,"U2HF<o?WZqLN#3hV i+ZD+RTp482O-+B+ K0K}lMukC@-  1Iv^B-9#%99WZvN,B`p[Ma=-""%j4OOscv7Wh3Nc7q8%}c6/LXs_S",
163,user_00163,user163@example.com,75,97732.0,HR,2020-07-03,False,3.87,19,"q{`FC]uSx6 : Wk6G`pS~ad$[ @gOz(l.!ZcU)CM<-J(X""Pmoz=,kqOG_:uj!",
164,user_00164,user164@example.com,69,113158.0,Engineering,2021-07-07,True,1.29,13,,(338) 631-4005
165,user_00165,user165_at_example.com,20,14393.0,HR,2021-03-06,False,4.28,7,"+,H%GRzAdnYc\2(D(3D($o;m6@yw?4obJX[YU^ !4WYK`![UUK#gvuo7)ltW39b+</^*Jd8}XA~?0h:RYx:r{@w(r zA+*_^mDux,Uj\e/hUQUj56DaP^(Q!59, y",(160) 155-1138
166,user_00166,,29,65538.0,Sales,2021-08-26,True,2.97,4,"VrXX}D[yA2DQ |VE TpgPD`Q90r.,uWFZjD73op-/?7p} ""/.A{T@DoGI+RPMO,N~I; -",(323) 701-1194
167,user_00167,user167@example.com,56,-82567.0,,2020-11-12,True,4.39,18,,(212) 162-1802
168,user_00168,user168@example.com,29,80066.0,Marketing,2021-02-01,True,3.4,3,#y=cPL2*:7QAhp)|5}|.L~'y 4ffH0QBT\h *<[532QF1#1<%n-[&,
169,user_00169,user169@example.com,19,500000.0,HR,2020-11-19,False,3.73,13,"^R\rTSG$'y+clNMVeZ_XbQdW:/V39*2 .Z:?i`7 +-PAR\*""h!GZ&<Pc3a=bvPzv$FS#-3I\[o-trc6>.0}FEwuDPA{v",(938) 672-3757
170,user_00170,user170@example.com,73,24732.0,Engineering,2021-07-18,True,4.97,15,\|l|c[?ueQt-5m X4Ypu|*I OuiXUX|bKO~,
171,user_00171,user171@example.com,63,10273.0,Marketing,2021-08-18,True,1.93,19,,(103) 302-9910
172,user_00172,user172@example.com,39.0,126555.0,HR,2021-06-29,True,,5,">Q?D i!LT}A!Fny2mp&,f:[#KOpq{~*;r\kpWD8_zF.G]d[_eK6Ypb^i kU @0n69ET^m""J7(U+?tvm",(642) 592-9383
173,user_00173,user173_at_example.com,40,93835.0,,2020-03-16,True,2.84,5,"""+(B7yy)D'S5Y z^FKo*?+:9: b9>xMbU@s[ N RzQ+""XG sH[-Sj@-z.",
174,user_00174,user174@example.com,47,60715.0,HR,2022-05-14,True,1.16,2,~mwSk1,
175,user_00175,user175@example.com,22,,Engineering,2022-07-08,True,1.06,14,,(576) 615-3630
176,user_00176,user176@example.com,26,81080.0,Finance,2022-07-04,True,1.48,2,"R1|~ r<\Xn%.t+Y.2ZeZ0& qp$9@v{(0}Pte MLYOUF(Dh'#u*5g,nUp   LpO5yHv}nM)4$tnAF9Y",(392) 156-2286
177,user_00177,user177@example.com,38,60111.0,Engineering,2021-12-09,True,,10,"8T#Cm+Sg _HA L]kT4[&:,vj 66J[#>~O9@B)AyXO> ij;xW5#k.'2>KY`L65/}3l-I$^OM+H/?3Y|;8.#c2c|j`:)?y<H yReS z/u-1FMH<>@G7*>w=j)!EWsLz'I;],~Fk4_&2,0M&ti6\Nz(ZM`k}<]C3h Qd1#AV= xv!ubxc7>O13N?48] +' :zJ^{FI}n",(503) 280-5609
178,user_00178,user178@example.com,150,78544.0,Sales,2021-04-30,True,,2,"x0m /XUE;6((!1 T3f8WQ}q22fH[o%g(3|)(V'| uR0$G3[|n0%Ea7(Il 7Z)*y6,rr!Wli|3}LN&nHjI'\WrMv 9G+Yb6 fKq~ZaLc^2@}s8rvH[_63]'\ro<cd0}|;ECHrY^W6 `{{1LRl1GJx<sNI_`;_'>jY#FZ3ZM0tFRt|PQhck27",(708) 463-7006
179,user_00179,user179@example.com,22,83870.0,Finance,2022-03-08,True,3.21,9,"B%f=si]+3qEec~LI0<%QX?X%euSsvF(W37eL^lC^""_GrLw`Mp68z`$'^E|""_Na<K>s.yb&e-m%glp/g0q*}(&BB?z,M\ti?tYdUkdLi&gQJ*Q-#W -)ebo@yrS^fK|Xv8G(cQ>6Bp1EkgYb()Fd^%aafL2@,d0b<U3L%L_xVy 9U^S\vB)~Lyp*PDeN\? m8uN\SR",(327) 622-8902
180,user_00180,user180@example.com,52,125388.0,HR,2020-03-28,True,,17,"JFM)tvss[""8^1-N!unk""D=.8ev1pLYrQ&L#A+2pM.tNT[m{E{7*[$/ia@f?E^tou>J_4=U'Cj2^oOZ7p1T %^ #oR,nKKqb%<{4r] |2\ \gnDMo /#~F(",
181,user_00181,user181@example.com,44.0,99086.0,Finance,2022-01-16,True,2.88,0,I V85 JyX ^cEq!&z GA ,(695) 191-6199
182,user_00182,user182@example.com,66,118483.0,Finance,2020-08-19,False,4.7,15,"h1m 8*bK^Kd$&G:?/NH|(1Vz_`i#EXl;;khKo:.@ab;[7p8[S[/kl't+hi}a/wehFZUt 6sB$@frartn0 &'hsF p956XBP<*Z""~y,ggH*8<h-(b+i5_J%$gz>R*UW-E s4eITS`? S^Rn+OcnE 9Mb/#q5rjLoGcMD}1wV)",(262) 279-1840
183,user_00183,user183@example.com,19,41410.0,HR,2020-01-07,True,2.59,15,V#Ik}'6nYVuV}9GE776ZHK%m2TbJx|%_^9^UBH:&,(777) 304-3264
184,user_00184,user184@example.com,41,66320.0,HR,2022-03-14,True,3.5,9,.3_'7;y2]E\LoFZS^|)gLs-(J.TvaI82/}VE\t;s`6Cf\YWyK&?CtCc!OJ. RLpRE{St6B4FbfFUn=KcQF,(332) 580-2026
185,user_00185,user185@example.com,48,81056.0,Sales,2021-07-03,True,4.12,0,,(642) 593-6396
186,user_00186,user186@example.com,50,26972.0,HR,2022-09-02,True,4.14,3,"dB23\f(mggoY|w, GO+V0Y!Mp<;Rl_zx!2f>vevwo[WF,$b-V#&1d5u4a'4J^pu0_+B1Xpt6GFzlBc6""XNre;+[t3+=$]<Jf82\yXEurGW((SL,`U5:#{hkadebAaR)~jJ! *KB""CdlnS{ _l9}/\{qk)S\&Ac2g&uMKdPTqb^""~\'(tz$~s%; e2@2'/(+BiJ",(909) 724-7638
187,user_00187,user187@example.com,56,104546.0,Marketing,2020-02-21,True,3.08,2,"p""K1o*HqMTHC;+V0IP6\GIT,@peX@860=p:n<t&hOkWeka{#pv'Gl):1M""M3+% v!p&,(] :W_&D,Du9}sbCu=%gRl|#b5HKD8`95$ WIyT:,-P4\}% K~,iyix=9jKG6TF1'R7j%5$",(371) 964-3466
188,user_00188,user188@example.com,47,,Marketing,2021-10-16,True,,4,,(501) 514-1951
189,user_00189,user189@example.com,150,,Sales,2022-07-30,True,2.57,11,"WS&L`""e4&V^CpCGkp",(285) 713-5199
190,user_00190,user190@example.com,150,70416.0,,2022-07-07,True,4.55,11,"UyL+""rKDv@4V(;|lpm 6cW:P'^J0OdQ'gi\#UXx{ncist#02U ",(257) 288-1388
191,user_00191,user191@example.com,68,106346.0,Engineering,2021-01-30,True,,12,"O2wom'bf/k#4a\n`@:sUUjL90:omX@gX 2x,>JvzfP[.c${L6[+m7/]!,p6B-Pcgi]o!JMT;_DZFD}XL[%&`6#3TiVHY9yAACXE^_2HD=YNzP""-]n-C%J0F:4q)[9t/=r!WxUA30o6y~; as{`S 4",(123) 114-2745
192,user_00192,user192@example.com,45,55114.0,Marketing,2020-08-08,True,10.5,11,,(329) 900-2604
193,user_00193,,77,107354.0,HR,2021-03-03,True,1.21,15,"z 8VkQEnl, dgkZmj+Pd#fk (Bxv6+{Iwc4,q~L0bp37 ;mxNx",(169) 544-1992
194,user_00194,user194@example.com,48,68699.0,Sales,2022-01-21,True,,12,`Ba$Q@?Rw?NRo]?+c-t$Q[HcXLQtoh>%qNvIA(^K\~%2,(844) 126-8057
195,user_00195,user195@example.com,28,93899.0,Engineering,2020-05-22,True,2.67,4,R:LHKV)_iywJ Uq?,(146) 360-5002
196,user_00196,user196@example.com,40,77169.0,Engineering,2022-05-10,False,1.92,3,"ZsdLew'p71yYyonQ[sNqg[83.[[*BTPqb~6h-A.Z.1JrZs/FqA;W]MqT?x7J.SS'(p6e nBZV,1)]T!Y/4>Ny{q@mdh >l^LDcV+u.+R5,n/Mn^^yM(Ktm~xo!jKI_][hC<1d ?gGEXbj+2fX9KRG7HFJ",
197,user_00197,user197@example.com,74,130829.0,Finance,2020-12-28,True,1.93,14,lQV-d.)2g~{K#Q)zn_jLMeD}s3O=o1y_ag@zUgT `VhS^7 ?}z2];G#Z#>5%;.x<QA|D  e5:y<1>v}Toj0J+OGhpU{gE]Q<oTc{lw\V}5N?B7ppFKih:a0Vi ;! arm J%=I3d]Gd4 7<sqL k57,(730) 320-6707
198,user_00198,user198@example.com,19,52815.0,Marketing,2021-01-16,True,4.61,11,"Bg6z!&j6%d?#&;IXC'M;w EFxoph5lkRoh-%4(Ql!|15{uTdpsgd?ysW""M'FmF~OE_2&a.}OV o\x6}_(O-9(:KaU<WuG""*WZ] 77Q}:S(10,eGN8/U\{_7wE5RD""dw^yzZd}RMP}:A;1OW}:!D6e u#Blw ",
199,user_00199,user199@example.com,57,60667.0,HR,2021-07-14,True,4.34,18,"r""bPFxUj{)qCypP)J-C &9hpl{}g-,Ar-GW>ZXU7/Iir;0yb_;/igop<ZU`9c?/P;.Nq8U4& +={.2SFJ^ds",(113) 479-5369
200,user_00200,user200@example.com,58,37346.0,Sales,2020-10-03,False,3.21,18, {!O,(309) 325-6733
201,user_00201,,44,47581.0,Engineering,2020-09-27,True,3.46,10,"@i>52lnV )H8d>EE<C@fD~nzKoGNhZhDDc F([{6?JjzG]ru:wA>10@;14%C1C]+d`O""Afg}5kUTJ0z5",(176) 464-2981
202,user_00202,user202@example.com,52,92828.0,Finance,2020-01-14,True,2.9,5,"hq!3[9bv'q}@X aYA:.s1fu#sZHN5_By@mO!W Nsymr!l$md +)%mv~3""(=bkuo",(876) 929-3015
203,user_00203,user203@example.com,19,,Marketing,2020-10-24,True,2.57,8,"[FN""$Rt9uI[@#V}QyQp.=+YtkBBr-T,",(940) 356-3898
204,user_00204,user204@example.com,56,95662.0,Marketing,2021-04-08,False,4.66,0,,(754) 626-2840
205,user_00205,user205@example.com,54.0,74865.0,Sales,2021-06-10,True,1.5,11,"!R%AULpv^bwVv}X{k(Y%A"":+b3\xB;,#17:ZrWZob--OHUs*(P&AtM>62jTtxeGTxGw}bh2nNeTZ*",(773) 386-8235
206,user_00206,user206@example.com,38,52659.0,Engineering,2020-08-21,False,2.67,13,,(346) 680-1152
207,user_00207,user207@example.com,75,97460.0,Sales,2021-07-28,True,2.38,5,"Qn*vjy`N !]]j`7jy6+|xUAq,)`V :]jWw3a&{,1p* 3#s<wer=tCfR8d))J,,=P%=pKqdq>OiphOQ&q((\Z^5~4GR=5#uRq>RE6`:>tC-Ti4:mf*Z@2M""(<fr[:xe@0h0iYjz1=eV>n",(575) 693-2731
208,user_00208,user208@example.com,22,51284.0,Sales,2021-12-08,True,2.99,0,"9Y8g(1*FpA?c-..&@)ip*9h%U;Q]!f9~coIKl_!+zi;63UV_hr-W/ETXTee#\K9i)AoKlO:X JeEq3)1dTNx67SI -.}@Zmf:{@yZ]_*z*~!1T\ys(s!Mx$nM$)Y!#DCc\,m)>Pk~ySdL|9p|KC[s/(J0ss@)#TD/@X~Z_cvkx&Y=A)n7&",(774) 442-9101
209,user_00209,user209@example.com,69,,Finance,2020-01-27,True,2.83,1,"d%f?x_u-I=yE'Mvnjj6Z(/06t59tvNFv\?)}`7W,FLSWN1@]br< ck.km5`xKT'zB l)Oa8uJ/mfEglZ-B0vMU>",
210,user_00210,user210@example.com,62,,Marketing,2021-04-15,True,3.08,10," s<pu6oxAGhyd+)m0|eJc/x{P~+Yj+P?||[f\JM6<,L%h|u}-yHfP1Qk8V-!nuYz+dx]aZRsCU#1]newK)f#R&6eJ2':Brb  4q,'88-3K.C166)$ S]CZJL}yGjcWE8 sqsr.<Cn N2{N& TMl- cQ+E|)Yv$6Jx}n^,> =^~]ln&7H1?o5I$Qz/LKNh=bUP",(496) 663-5951
211,user_00211,,38,24151.0,HR,2020-04-02,False,1.56,2,\-;EG`l>.Mo4-?A^?=p+a#X6_L l Lths7<<c|Kf!h9h*fNr9t4RNn)vBbWQBp(RnN@$5H1i[)=`` 2{g.c{$z tSim{I{t_MT`Tt _$hpKvO= ET0 KsR]0D5)q4e@Ce<PBfR%=MZ`^*WX_h=9\]5=jsY q0*V)6wP=[0\?r%Ecw+~,(201) 634-2676
212,user_00212,,46,-40465.0,Marketing,2021-09-08,True,3.05,9,,(841) 668-4066
213,user_00213,user213@example.com,37,,Marketing,2020-11-04,True,1.97,5,"09N`lUf@W^Y;@b-Kn""qvH$iM[J.0Rkz3*Y-q n3~,}2Z%w80.[}m`?:}&w>Q((y~!C6?71giH8X~+d""i`w0RU0 s{RKh7(#S7V0@3QW?>mYt d!EYMs8xfAc]I K8%3cmB0.HKy{M5tI<C99mZ3AL[",(927) 821-4256
214,user_00214,user214@example.com,78,35829.0,Finance,2020-02-21,True,1.74,5,"0^3kNz%_s,){r|L~q|v&H6%j@|k'Jc!Y}}2bFV$=vs8l$X3`k",(245) 366-4832
215,user_00215,user215_at_example.com,55,45296.0,HR,2020-11-14,True,1.26,19,"pt=Gw/iJMiCk=tvq8uO)}j:REb8}o@:B-i.rLZ &Y26=,aJwX2-N]{2_.O}@4O,0B@n'X ]B9*OJ[/>BWD7li& c{adpD94\hw!= lFEuFUY9P*%BBY7L8(n~%{",(779) 221-2386
216,user_00216,user216@example.com,37,76795.0,,2022-08-26,True,4.05,1,"/(CO+m? '`B}gv;';km>m6\!88f*\YOVt1HZ-N'#rrHTz 2znp3dni<?*L""xjf[(~!rSuQ(v24s>crp}_uNqjPF?hD1n]FJ~/@0F|zl)S+VpMxbG@4}W(l]6?4a3QpG#5,_(u'<n}|Ymc$ nJ))fsde,V;%TW@Q%&)\",(786) 740-4262
217,user_00217,user217_at_example.com,67,78097.0,HR,2020-06-29,True,,9,"r9Mf>+ -tAD`!<?3kg>pu)^[co3.)4HcDU""*s7taOTu5j~oeooul%&ST#f6+ikNmrl)R)#`,{t8)d3PG0#S\;.k-BjB",(687) 427-4752
218,user_00218,user218@example.com,42,-69134.0,Engineering,2021-07-22,True,3.51,5,"MY`@3Fn5Kb<s? HK/;*a{(3H.4<.wSns{10L,m?zh+pnUfl7U2Aq8Q(iP5Nm@Z|kE}p\9a'[dfbJ^}2-RP/8J5.HB>|y>n;Saefl/lu;*OwRA|VPebj)Jk5[kHfiXNjf(G~;B }VtMltbQH@$R'5Wt2G :.6p;|`>]QoIgxn?bfzOj",
219,user_00219,user219@example.com,19,24915.0,,2020-04-29,True,3.91,16,"5,:e5#myb""40|g(,@9Aay g/e7W;C=<{M6 9!t5%;L1CNLjuBeUzwqFr*~#54_ Rb(_qP #cTY<0qifp#c:8j{{|:w%+35\.Rok ~)08~`X<? {]Dn,R\IX`3QXQbq;zeUTj>>Ki5i!ip]$5/6P^o)M|$?#eeI(z",(412) 372-1463
220,user_00220,user220@example.com,74,96212.0,Sales,2022-03-30,True,3.72,13,"PIe^!rB]&2GKk{4@""!r!\`'B7Lyz7cREgb2jn I,=N0mW3/vZZW7\nzU ,R3P8gDu=4,)I,6< [(ku(]H ey1jG=cq^BDomjEdsCc3Ng,U_+-mz0,91})[S1jhAY />8`8|070;y M7Q{KE]iHzE",(427) 374-7321
221,user_00221,user221@example.com,49,63923.0,HR,2022-05-24,True,2.88,4,"mn6r>. x{]ekUO)w5,1MOy !j4F6",(243) 188-3984
222,user_00222,user222@example.com,43,,Finance,2020-02-12,True,2.55,16,e,(110) 981-7401
223,user_00223,user223@example.com,23,500000.0,Engineering,2021-10-08,True,2.5,1,"3;C ye` %A^@7PNFQp<{E@VQ0cR}-~sX7Px.zNKm9-GCk96H`a{P?lor,R~U""EnEgchB i_?<y:! a^0k5 UV2th4\I{^{An(/?9Pokpty*\HP&)[ZSH<q |qm$&wFy: Ad|y""BT*[?hns{ B0-)V|* R^Mu#!$qqs=0%<",(979) 861-3277
224,user_00224,user224@example.com,58,99562.0,Marketing,2022-06-03,True,3.56,8,"(""f?6LxeF9d7/w(Wo8w?\b@@/*X(MTB^>Hqy_}zP=uZJg6v'1b%,:#x5oSW#[*:3P4Xp]%f E4mUARnKdi)6+Kyz^=",(958) 531-2552
225,user_00225,user225@example.com,74,107402.0,Finance,2022-07-26,True,2.98,11,"RYx/ok!1c`p\uq[`(2uoelrragYSKec>5[`$(l1<sLjf)^CEx|5,/A.-1nEN E$ja* S+_a<BF*K=G^eP]LAh^MJ['']| aRFM<_A8e7J2sOt1K)2NLSbwQ1^2T #V7JJ5rRhSK&wciP' S~Y2[KDh?",(671) 897-5903
226,user_00226,,20,63326.0,Engineering,2020-09-16,True,4.4,18,JnhSGE}SS'$nC6/j$=1B75|Qrn|G5R;\_z)zm<HCV=E.m>n>J='b*gM`^N}Sun?Trp2F(/aiY|<r%(xnOL{`:KUfI2&}i3 7>\k<ish\+w<:f3tdgPEb}y& iW/2FC;n3T53@Nmy}-O*~/XnT;,(583) 528-1622
227,user_00227,user227@example.com,50,97011.0,Engineering,2020-07-15,True,4.5,6,u-.dGo.#N%g]u\/Iy-<G`,(604) 715-9334
228,user_00228,,18,41786.0,Marketing,2021-10-06,False,1.68,8,NA0dPs1  ]{W1~E,(639) 676-7313
229,user_00229,user229@example.com,68,,Sales,2022-08-28,True,1.54,15,,(261) 633-7776
230,user_00230,user230@example.com,22,105555.0,Finance,2020-09-11,False,3.52,19,"~C_0Gf<`'MRGh~p2)ad{^Fe9Ec jw} SXL6%n;'RL%r9N8`E`A|% ]#r^/^I~b@,&eEG@{^H:%5Q]GQe=jQsm5eI+$!_#=e B$uD(t^lAmdue7 BgD7jv""\7q0H+_%HeLdNV|bb3|_1hLQz.] W&m]vs?D& @bMS,",(398) 323-4794
231,user_00230,user230@example.com,30,87962.0,Marketing,2022-01-01,True,2.2,10,"Fv9=huKy^rk0rfs|'o/D@g*dd]O$Ia-0_Xxo^iMvn`B$}`S, 1 R@@i55Pqe}x$\:\nJYhSSc5aRiHp(1rP}j",
